,Breed,Breed2,MixedBreed,isCat,Color,ColorPattern,Color2,ColorPattern2,AgeuponOutcome,OutcomeType,SexuponOutcome,Name
330,domestic shorthair,,True,1,Blue,Tabby,,,14.0,Transfer,Unknown,False
331,chihuahua shorthair,,True,0,Tan,,,,730.0,Adoption,Spayed Female,False
332,domestic shorthair,,True,1,Orange,Tabby,White,,60.0,Adoption,Spayed Female,False
333,domestic shorthair,,True,1,White,,Brown,Tabby,270.0,Return_to_owner,Neutered Male,True
334,rat terrier,,True,0,Black,,White,,1460.0,Transfer,Spayed Female,False
335,german shepherd,siberian husky,False,0,Red,,White,,120.0,Adoption,Neutered Male,True
336,domestic shorthair,,True,1,White,,,,3.0,Transfer,Intact Male,False
337,dachshund,,False,0,Blue,Merle,White,,2190.0,Transfer,Intact Male,True
338,border collie,labrador retriever,False,0,Black,,White,,60.0,Adoption,Spayed Female,True
339,domestic shorthair,,True,1,Blue,Tabby,,,240.0,Transfer,Intact Female,False
340,domestic shorthair,,True,1,Black,,White,,30.0,Transfer,Intact Male,True
341,domestic shorthair,,True,1,Black,,,,120.0,Transfer,Intact Female,False
342,domestic shorthair,,True,1,Torbie,,,,60.0,Adoption,Intact Female,True
343,pit bull,,True,0,Fawn,,,,730.0,Return_to_owner,Intact Female,True
344,collie smooth,labrador retriever,False,0,Tricolor,,,,120.0,Adoption,Neutered Male,False
345,domestic shorthair,,True,1,Brown,Tabby,,,365.0,Transfer,Intact Male,False
346,siamese,,True,1,Lynx,Point,White,,90.0,Adoption,Spayed Female,False
347,domestic shorthair,,True,1,Black,,White,,60.0,Transfer,Intact Male,False
348,domestic shorthair,,True,1,Orange,Tabby,White,,120.0,Adoption,Spayed Female,True
349,plott hound,rhod ridgeback,False,0,Brown,Brindle,,,1825.0,Adoption,Neutered Male,True
350,pit bull,,True,0,Fawn,,White,,730.0,Return_to_owner,Spayed Female,True
351,domestic shorthair,,True,1,Brown,Tabby,,,14.0,Transfer,Intact Female,False
352,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Spayed Female,True
353,chihuahua shorthair,,True,0,Tan,,White,,300.0,Adoption,Spayed Female,False
354,pointer,labrador retriever,False,0,Black,,White,,730.0,Transfer,Neutered Male,False
355,anatol shepherd,great pyrenees,False,0,White,,,,300.0,Adoption,Spayed Female,True
356,domestic shorthair,,True,1,Blue,,,,28.0,Transfer,Intact Male,False
357,anatol shepherd,,False,0,Fawn,,Black,,365.0,Return_to_owner,Neutered Male,True
358,domestic shorthair,,True,1,Brown,Tabby,White,,210.0,Adoption,Spayed Female,True
359,pit bull,,True,0,Brown,,White,,730.0,Adoption,Spayed Female,True
360,great dane,,False,0,Black,,White,,2555.0,Transfer,Spayed Female,True
361,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,True
362,domestic shorthair,,True,1,Black,,White,,4380.0,Euthanasia,Neutered Male,True
363,australian cattle dog,,True,0,Tricolor,,,,1095.0,Transfer,Intact Female,True
364,domestic shorthair,,True,1,Black,,White,,90.0,Transfer,Spayed Female,True
365,chinese sharpei,australian cattle dog,False,0,Red,Tick,White,,730.0,Adoption,Spayed Female,True
366,labrador retriever,,True,0,Yellow,,,,4380.0,Return_to_owner,Intact Female,True
367,flat coat retriever,,True,0,Black,,,,365.0,Adoption,Spayed Female,True
368,labrador retriever,,True,0,Yellow,,,,1095.0,Transfer,Neutered Male,False
369,domestic shorthair,,True,1,Calico,,,,30.0,Adoption,Spayed Female,True
370,labrador retriever,,True,0,White,,,,6.0,Transfer,Unknown,False
371,rat terrier,,True,0,Tricolor,,,,270.0,Return_to_owner,Spayed Female,True
372,domestic longhair,,True,1,Black,,White,,60.0,Adoption,Spayed Female,True
373,akita,pit bull,False,0,Tan,,White,,730.0,Euthanasia,Neutered Male,True
374,american bulldog,,True,0,White,,,,2555.0,Return_to_owner,Neutered Male,True
375,labrador retriever,,True,0,Blue,,,,120.0,Transfer,Neutered Male,True
376,domestic shorthair,,True,1,Orange,Tabby,,,3650.0,Adoption,Neutered Male,True
377,chihuahua shorthair,,True,0,Tan,,,,1825.0,Return_to_owner,Spayed Female,True
378,pointer,labrador retriever,False,0,Chocolate,,White,,730.0,Adoption,Spayed Female,True
379,chihuahua shorthair,,True,0,Tan,,White,,1825.0,Adoption,Neutered Male,True
380,siamese,,True,1,Flame,Point,,,150.0,Adoption,Neutered Male,True
381,domestic shorthair,,True,1,Black,,White,,365.0,Adoption,Neutered Male,False
382,labrador retriever,,False,0,Buff,,Tan,,365.0,Transfer,Intact Male,True
383,domestic medium hair,,True,1,Black,,,,120.0,Transfer,Neutered Male,True
384,chihuahua shorthair,rat terrier,False,0,White,,Tan,,730.0,Transfer,Spayed Female,True
385,rottweiler,,True,0,Black,,Tan,,1095.0,Euthanasia,Intact Male,True
386,domestic shorthair,,False,1,Blue,,,,28.0,Transfer,Intact Male,False
387,domestic shorthair,,True,1,Black,,White,,21.0,Transfer,Unknown,False
388,domestic shorthair,,True,1,Tortie,,,,21.0,Transfer,Intact Female,False
389,labrador retriever,,False,0,Black,,,,730.0,Transfer,Spayed Female,True
390,boxer,,True,0,Brown,,White,,365.0,Adoption,Neutered Male,True
391,domestic shorthair,,True,1,Blue,Tabby,,,14.0,Transfer,Intact Male,False
392,jack russell terrier,,True,0,White,,Tan,,730.0,Adoption,Neutered Male,False
393,pit bull,dogue de bordeaux,False,0,Red,,White,,270.0,Return_to_owner,Intact Male,True
394,labrador retriever,chow chow,False,0,Brown,,,,1095.0,Adoption,Neutered Male,True
395,domestic shorthair,,True,1,Tortie,,,,30.0,Euthanasia,Intact Female,True
396,bernese mountain dog,rottweiler,False,0,Tricolor,,,,730.0,Adoption,Neutered Male,True
397,domestic shorthair,,True,1,Brown,Tabby,,,730.0,Transfer,Neutered Male,False
398,plott hound,,True,0,Brown,Brindle,Red,Tick,120.0,Transfer,Neutered Male,False
399,english bulldog,,False,0,Brown,Brindle,,,1095.0,Return_to_owner,Intact Male,True
400,pit bull,,True,0,Brown,,White,,365.0,Transfer,Neutered Male,True
401,domestic medium hair,,True,1,Brown,Tabby,White,,30.0,Transfer,Intact Male,True
402,chihuahua shorthair,,True,0,White,,Brown,,365.0,Adoption,Spayed Female,True
403,labrador retriever,,True,0,Black,,Tan,,60.0,Transfer,Neutered Male,False
404,chihuahua shorthair,,False,0,Brown,,,,3285.0,Return_to_owner,Spayed Female,True
405,pit bull,,True,0,Brown,,,,730.0,Adoption,Neutered Male,True
406,pointer,,True,0,White,,Blue,,180.0,Adoption,Spayed Female,True
407,chihuahua longhair,italian greyhound,False,0,Tricolor,,,,90.0,Adoption,Neutered Male,False
408,labrador retriever,blue lacy,False,0,Chocolate,,White,,30.0,Adoption,Neutered Male,True
409,yorkshire terrier,,True,0,Black,,Tan,,365.0,Transfer,Intact Female,True
410,pit bull,,True,0,Blue,,White,,730.0,Adoption,Spayed Female,True
411,labrador retriever,,True,0,Black,,White,,1095.0,Return_to_owner,Spayed Female,True
412,siamese,,True,1,Lilac,Point,,,60.0,Adoption,Intact Male,True
413,american staffordshire terrier,,True,0,Blue,,White,,730.0,Return_to_owner,Spayed Female,True
414,dachshund,catahoula,False,0,Brown,Brindle,White,,730.0,Return_to_owner,Neutered Male,True
415,dachshund wirehair,,True,0,Brown,,Black,,60.0,Adoption,Neutered Male,False
416,domestic longhair,,True,1,Tortie,,,,4380.0,Euthanasia,Spayed Female,True
417,domestic shorthair,,True,1,Blue,,,,730.0,Transfer,Neutered Male,False
418,labrador retriever,,True,0,Black,,,,240.0,Euthanasia,Intact Female,True
419,domestic shorthair,,True,1,Brown,Tabby,White,,3650.0,Euthanasia,Intact Female,True
420,domestic medium hair,,True,1,Orange,Tabby,,,60.0,Adoption,Neutered Male,True
421,chihuahua shorthair,,True,0,Buff,,White,,90.0,Adoption,Neutered Male,True
422,blue lacy,pit bull,False,0,Blue,,White,,365.0,Return_to_owner,Neutered Male,True
423,domestic shorthair,,True,1,Tortie,,,,730.0,Transfer,Intact Female,False
424,domestic shorthair,,True,1,Blue,Tabby,,,60.0,Adoption,Neutered Male,True
425,siamese,,True,1,Lilac,Point,,,90.0,Adoption,Spayed Female,True
426,miniature poodle,,True,0,White,,,,2555.0,Adoption,Spayed Female,False
427,dachshund,,True,0,Brown,,,,730.0,Adoption,Spayed Female,True
428,boxer,,True,0,Brown,Brindle,White,,120.0,Return_to_owner,Intact Female,True
429,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,True
430,domestic shorthair,,True,1,White,,Orange,Tabby,90.0,Adoption,Neutered Male,True
431,exotic shorthair,,True,1,White,,Orange,Tabby,730.0,Transfer,Spayed Female,True
432,domestic shorthair,,True,1,Black,,White,,180.0,Adoption,Spayed Female,True
433,domestic shorthair,,True,1,Torbie,,,,4.0,Transfer,Intact Female,False
434,domestic shorthair,,True,1,Brown,Tabby,,,90.0,Adoption,Spayed Female,False
435,siamese,,True,1,Tortie,Point,,,150.0,Adoption,Spayed Female,True
436,domestic shorthair,,True,1,Orange,Tabby,White,,60.0,Transfer,Neutered Male,True
437,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Transfer,Intact Female,True
438,pit bull,,True,0,Black,,White,,365.0,Euthanasia,Spayed Female,True
439,australian cattle dog,,True,0,Brown,,Black,,30.0,Transfer,Intact Male,False
440,chihuahua shorthair,,True,0,Black,,Tan,,1095.0,Return_to_owner,Spayed Female,False
441,labrador retriever,chinese sharpei,False,0,Black,,,,1095.0,Adoption,Neutered Male,True
442,basset hound,,False,0,Tricolor,,,,2190.0,Return_to_owner,Intact Male,True
443,pit bull,,True,0,White,,Blue,,240.0,Adoption,Intact Male,True
444,domestic shorthair,,True,1,Brown,Tabby,White,,120.0,Adoption,Neutered Male,False
445,cocker spaniel,,True,0,Yellow,,,,1095.0,Return_to_owner,Neutered Male,True
446,chihuahua shorthair,,True,0,Tricolor,,,,28.0,Return_to_owner,Intact Male,False
447,domestic shorthair,,True,1,Torbie,,,,60.0,Return_to_owner,Spayed Female,True
448,australian cattle dog,,True,0,Buff,,White,,60.0,Transfer,Intact Male,False
449,dachshund,chihuahua shorthair,False,0,Black,,,,365.0,Euthanasia,Intact Male,True
450,cocker spaniel,,True,0,Black,,,,1825.0,Return_to_owner,Neutered Male,True
451,blue lacy,collie smooth,False,0,Tricolor,,,,2555.0,Return_to_owner,Spayed Female,True
452,domestic longhair,,True,1,Blue,,,,60.0,Adoption,Spayed Female,False
453,pit bull,,True,0,Black,,White,,1095.0,Return_to_owner,Neutered Male,True
454,domestic shorthair,,True,1,Torbie,,,,30.0,Adoption,Intact Female,False
455,miniature poodle,,True,0,Buff,,,,2190.0,Adoption,Neutered Male,True
456,labrador retriever,,True,0,Chocolate,,White,,60.0,Transfer,Intact Female,True
457,pit bull,,True,0,White,,Brown,,730.0,Euthanasia,Neutered Male,True
458,domestic shorthair,,True,1,Orange,Tabby,White,,14.0,Transfer,Unknown,False
459,domestic shorthair,,True,1,Black,,White,,365.0,Transfer,Intact Female,False
460,black tan hound,,True,0,Black,,Tan,,730.0,Return_to_owner,Spayed Female,True
461,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Neutered Male,True
462,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Adoption,Neutered Male,True
463,siamese,,True,1,Lynx,Point,,,2920.0,Euthanasia,Neutered Male,False
464,labrador retriever,,True,0,White,,,,7.0,Transfer,Unknown,False
465,chihuahua shorthair,,True,0,White,,,,4380.0,Return_to_owner,Neutered Male,True
466,pit bull,,True,0,Chocolate,,White,,365.0,Return_to_owner,Spayed Female,True
467,norfolk terrier,border terrier,False,0,Cream,,,,4015.0,Return_to_owner,Spayed Female,True
468,domestic shorthair,,True,1,Blue,Tabby,White,,14.0,Transfer,Intact Female,False
469,border collie,,True,0,Black,,White,,730.0,Return_to_owner,Neutered Male,True
470,german shepherd,,True,0,Black,,Tan,,730.0,Transfer,Neutered Male,True
471,chihuahua shorthair,,True,0,Black,,,,730.0,Adoption,Neutered Male,True
472,chihuahua shorthair,,True,0,Brown,,,,1095.0,Return_to_owner,Neutered Male,True
473,domestic shorthair,,True,1,Black,,,,5.0,Transfer,Unknown,False
474,domestic shorthair,,True,1,White,,Brown,Tabby,21.0,Euthanasia,Intact Male,False
475,jack russell terrier,,True,0,Tricolor,,,,300.0,Adoption,Spayed Female,False
476,domestic shorthair,,True,1,Brown,Tabby,,,2555.0,Return_to_owner,Spayed Female,True
477,pit bull,,True,0,Red,,White,,2555.0,Return_to_owner,Neutered Male,True
478,siberian husky,,False,0,Black,,White,,1095.0,Return_to_owner,Intact Male,True
479,scottish terrier,cairn terrier,False,0,Black,,,,730.0,Return_to_owner,Spayed Female,True
480,domestic medium hair,,True,1,Blue,Tabby,,,730.0,Return_to_owner,Neutered Male,False
481,labrador retriever,,True,0,Red,,,,365.0,Return_to_owner,Spayed Female,True
482,domestic shorthair,,True,1,Calico,,,,150.0,Adoption,Spayed Female,True
483,domestic shorthair,,True,1,Black,,,,240.0,Transfer,Unknown,False
484,domestic longhair,,True,1,Brown,Tabby,,,90.0,Adoption,Intact Male,True
485,chihuahua shorthair,,True,0,Tan,,,,365.0,Adoption,Neutered Male,True
486,domestic medium hair,,True,1,Tortie,,White,,120.0,Adoption,Spayed Female,True
487,domestic shorthair,,True,1,Cream,Tabby,,,365.0,Transfer,Intact Male,False
488,pit bull,,True,0,Tan,,White,,365.0,Transfer,Neutered Male,True
489,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Neutered Male,True
490,labrador retriever,,True,0,Black,,,,240.0,Adoption,Spayed Female,True
491,domestic shorthair,,True,1,Calico,,,,365.0,Transfer,Intact Female,False
492,chihuahua longhair,,True,0,Cream,,,,1825.0,Return_to_owner,Neutered Male,True
493,chihuahua shorthair,,True,0,White,,,,28.0,Transfer,Intact Female,False
494,labrador retriever,,True,0,Yellow,,,,1095.0,Return_to_owner,Spayed Female,True
495,pit bull,,True,0,Black,,White,,1095.0,Adoption,Spayed Female,True
496,border collie,,True,0,Tricolor,,,,60.0,Adoption,Spayed Female,True
497,pit bull,,True,0,White,,Brown,,90.0,Transfer,Intact Male,True
498,yorkshire terrier,,True,0,Black,,Tricolor,,3650.0,Return_to_owner,Intact Female,True
499,american bulldog,,True,0,Tan,,,,1825.0,Return_to_owner,Neutered Male,True
500,domestic shorthair,,True,1,Brown,Tabby,,,28.0,Transfer,Intact Male,False
501,boxer,,False,0,Brown,,White,,2555.0,Transfer,Neutered Male,True
502,miniature poodle,,False,0,Apricot,,,,365.0,Return_to_owner,Spayed Female,True
503,domestic shorthair,,True,1,Orange,Tabby,,,90.0,Adoption,Intact Male,True
504,domestic shorthair,,True,1,Black,,White,,1460.0,Return_to_owner,Neutered Male,True
505,jack russell terrier,,True,0,White,,Brown,,1095.0,Return_to_owner,Intact Female,True
506,chihuahua shorthair,,True,0,Brown,,Black,,30.0,Adoption,Neutered Male,True
507,domestic shorthair,,True,1,Brown,Tabby,,,14.0,Transfer,Intact Female,False
508,domestic shorthair,,True,1,Brown,Tabby,,,14.0,Transfer,Unknown,False
509,domestic shorthair,,True,1,Brown,Tabby,,,6.0,Transfer,Unknown,False
510,german shepherd,,True,0,Tan,,Black,,365.0,Return_to_owner,Spayed Female,True
511,domestic shorthair,,True,1,Calico,,,,28.0,Transfer,Intact Female,False
512,russian blue,,True,1,Blue,,,,2920.0,Return_to_owner,Spayed Female,True
513,domestic shorthair,,True,1,Tortie,,White,,30.0,Transfer,Intact Female,True
514,doberman pinsch,,False,0,Black,,Tan,,3650.0,Return_to_owner,Neutered Male,True
515,devon rex,,True,1,Cream,,,,120.0,Return_to_owner,Neutered Male,True
516,treeing walker coonhound,,True,0,Tricolor,,,,1095.0,Return_to_owner,Neutered Male,True
517,australian cattle dog,labrador retriever,False,0,Black,,,,730.0,Transfer,Intact Male,True
518,australian cattle dog,,True,0,Sable,,,,2920.0,Return_to_owner,Spayed Female,True
519,yorkshire terrier,maltese,False,0,White,,Gray,,1095.0,Adoption,Spayed Female,True
520,rhod ridgeback,labrador retriever,False,0,Red,,Tan,,270.0,Adoption,Neutered Male,True
521,domestic shorthair,,True,1,Orange,Tabby,White,,90.0,Adoption,Neutered Male,True
522,australian cattle dog,chinese sharpei,False,0,Tan,,Brown,,3285.0,Euthanasia,Unknown,False
523,labrador retriever,plott hound,False,0,Brown,Brindle,,,365.0,Adoption,Neutered Male,True
524,domestic shorthair,,True,1,Orange,Tabby,,,120.0,Adoption,Spayed Female,True
525,domestic shorthair,,True,1,Orange,Tabby,,,1460.0,Euthanasia,Intact Male,False
526,chihuahua shorthair,,True,0,White,,Tan,,730.0,Return_to_owner,Spayed Female,True
527,pit bull,,True,0,Brown,,White,,14.0,Transfer,Intact Male,False
528,domestic shorthair,,True,1,Cream,Tabby,,,60.0,Adoption,Neutered Male,True
529,domestic medium hair,,True,1,Orange,Tabby,White,,3650.0,Adoption,Neutered Male,True
530,domestic shorthair,,True,1,Black,,,,60.0,Transfer,Intact Female,True
531,chihuahua shorthair,,True,0,White,,Tricolor,,1095.0,Return_to_owner,Neutered Male,True
532,domestic shorthair,,True,1,White,,Cream,Tabby,2190.0,Transfer,Neutered Male,True
533,german shepherd,collie rough,False,0,Brown,,Black,,2555.0,Transfer,Spayed Female,True
534,domestic shorthair,,True,1,Calico,,,,60.0,Adoption,Spayed Female,True
535,domestic shorthair,,True,1,Brown,Tabby,,,120.0,Adoption,Neutered Male,True
536,labrador retriever,,True,0,Brown,,,,1825.0,Transfer,Neutered Male,True
537,chihuahua shorthair,,True,0,Black,,White,,2190.0,Return_to_owner,Neutered Male,True
538,domestic medium hair,,True,1,Black,,White,,2920.0,Euthanasia,Neutered Male,False
539,labrador retriever,black mouth cur,False,0,Tan,,White,,730.0,Euthanasia,Neutered Male,True
540,snowshoe,,True,1,Lynx,Point,,,60.0,Adoption,Neutered Male,False
541,chinese sharpei,airedale terrier,False,0,Red,,,,120.0,Adoption,Spayed Female,False
542,domestic shorthair,,True,1,Black,,White,,365.0,Euthanasia,Unknown,False
543,dachshund,chihuahua shorthair,False,0,Black,,,,60.0,Adoption,Neutered Male,False
544,domestic shorthair,,True,1,Brown,Tabby,White,,1825.0,Adoption,Neutered Male,True
545,domestic shorthair,,True,1,Black,,White,,60.0,Transfer,Spayed Female,False
546,domestic shorthair,,True,1,White,,Black,,1095.0,Return_to_owner,Neutered Male,True
547,cardigan welsh corgi,,True,0,Tricolor,,,,1095.0,Return_to_owner,Neutered Male,True
548,chihuahua shorthair,,True,0,Tan,,,,1095.0,Adoption,Spayed Female,False
549,domestic shorthair,,True,1,Brown,Tabby,,,30.0,Transfer,Intact Female,True
550,chihuahua shorthair,,True,0,Black,,,,60.0,Adoption,Spayed Female,True
551,domestic shorthair,,True,1,White,,,,730.0,Adoption,Spayed Female,True
552,domestic shorthair,,True,1,Blue,,White,,1460.0,Return_to_owner,Neutered Male,True
553,snowshoe,,True,1,Seal,Point,,,21.0,Died,Intact Male,True
554,harrier,,False,0,Brown,,Tricolor,,2555.0,Adoption,Neutered Male,True
555,domestic longhair,,True,1,Tortie,,,,60.0,Transfer,Intact Female,True
556,miniature poodle,dachshund,False,0,White,,White,,1460.0,Adoption,Spayed Female,True
557,domestic medium hair,,True,1,Brown,Tabby,White,,60.0,Transfer,Neutered Male,True
558,domestic shorthair,,True,1,Tortie,,,,730.0,Transfer,Unknown,False
559,australian kelpie,,True,0,Black,,,,30.0,Transfer,Intact Female,False
560,domestic shorthair,,True,1,Black,,,,1095.0,Adoption,Neutered Male,True
561,domestic shorthair,,True,1,Brown,Tabby,,,90.0,Adoption,Spayed Female,True
562,domestic shorthair,,True,1,Orange,Tabby,,,28.0,Euthanasia,Intact Male,False
563,german shepherd,,True,0,Red,,,,30.0,Transfer,Intact Female,False
564,labrador retriever,,True,0,Black,,White,,150.0,Transfer,Spayed Female,True
565,domestic shorthair,,True,1,Tortie,,,,60.0,Adoption,Spayed Female,True
566,domestic shorthair,,True,1,Brown,Tabby,,,30.0,Died,Intact Male,False
567,labrador retriever,,True,0,White,,Black,,730.0,Adoption,Spayed Female,True
568,harrier,,True,0,Tricolor,,,,4380.0,Adoption,Spayed Female,True
569,anatol shepherd,,False,0,Brown,,Black,,730.0,Return_to_owner,Neutered Male,True
570,american staffordshire terrier,,True,0,Fawn,,White,,270.0,Return_to_owner,Intact Male,True
571,basset hound,,True,0,White,,Brown,,3285.0,Return_to_owner,Spayed Female,True
